S.no,Name,Adress,Phone,Fax,Email
152,"Odisha Blood Bank, D.H.H., Nuapada","D.H.H., Nuapada, Nuapada, Nuapada, Odisha"," 6372429337,9437292867 ",-  ,bbnuapada@gmail.com
153,BLOOD BANK NEHRU SHATABDI CENTRAL HOSPITAL,"NEHRU SHATABDI CENTRAL HOSPITAL, DERA, TALCHER, Talcher, Angul, Odisha",9437485341 ,-  ,icpathonschtcr.mcl@gmail.com
154,Kalinga Hospital,"NALCO Nagar, Chandrasekharpur,, Bhubaneswar, Khordha, Odisha",0674-2300726 ,-  ,kalinga@sancharnet.in
155,Jyothi Hospital,"Balasore, Baleshwar, Odisha",06782-256164 ,-  ,jyothihospital1999@rediffmail.com
156,"Odisha Blood Bank, S.D.H, Rairangpur","Odisha Blood Bank, S.D.H, Rairangpur, Rairangpur, Mayurbhanj, Odisha",06794-222002 ,-  ,bloodbankrairangpur@gmail.com
157,"Odisha Blood Bank,SDH, Patnagarh","Odisha Blood Bank,SDH, Patnagarh, Patnagarh, Balangir, Odisha",06658-222161 ,-  ,bbpatnagarh@gmail.com
158,"Odisha Blood Bank, DHH Campus, Baripada","Odisha Blood Bank, DHH Campus, Baripada, Baripada, Mayurbhanj, Odisha",06792-254641 ,-  ,bbbaripada@gmail.com
159,"Odisha Blood Bank, D.H.H.,Jajpur","D.H.H.,Jajpur, Jajpur, Jajapur , Odisha",06728-225177 ,-  ,rcbbjajpur@gmail.com
160,"Odisha Hospital Blood Bank, DHH, Sambalpur","Odisha Red Cross Hospital Blood Bank, DHH, Sambalpur, Sambalpur, Sambalpur, Odisha",0663-2400180 ,-  ,orcbbsambalpur@gmail.com
161,"Odisha Blood Bank, Sub-Division Hospital, Titilagarh","Orissa Red cross Blood Bank, Sub-Division Hospital, Titilagarh, Titilagarh, Balangir, Odisha",06655-220318 ,-  ,bloodbanktitlagarh@gmail.com
162,"Odisha Blood Bank, S.D Hospital, Rairakhol","Orissa Red Cross Blood Bank, S.D Hospital, Rairakhol, Rairakhol, Sambalpur, Odisha",06644-253085 ,-  ,orcbbrairakhol@gmail.com
163,"Odisha Blood Bank, Sub-Division Hospital, Baliguda","Balliguda,, Baliguda, Kandhamal, Odisha",06846-243195 ,-  ,orcbloodbank.sdhballiguda@gmail.com
164,"Odisha Blood Bank, SDH, Talcher"," Blood Bank, SDH, Talcher, Talcher, Angul, Odisha",06760-242020 ,-  ,bbtalcher@gmail.com
166,"Odisha Blood Bank, V.S.S. Medical College Hospital","Burla, Sambalpur, Burla, Sambalpur, Odisha",0663-2431420 ,-  ,vssmchburla@gmail.com
167,"Odisha Blood Bank, S.D.Hospital, Nilgiri","O.R.C Blood Bank, S.D.Hospital, Nilgiri, Nilgiri, Baleshwar, Odisha",06782-233237 ,-  ,Sdhnilagiri.est@gmail.com
168,"Odisha Blood Bank (S.D. Hospital), Bhanja Nagar","Bhanja Nagar, Ganjam, Ganjam, Odisha",06821-240133 ,-  ,rcbbbhanjanagar@gmail.com
169,"Odisha Blood Bank, Area Hospital, Jajpur Road","Area Hospital, Jajpur Road, Jajpur Road, Jajapur , Odisha",06726-224957 ,-  ,bbjajpurroad@gmail.com
170," S.D. Hospital Campus, Dharmagar"," S.D. Hospital Campus, Dharmagar, Dharmagar, Kalahandi, Odisha",9437328408 ,-  ,dharamagrhbloodbank@gmail.com
171,"Odisha Blood Bank, SDH, Champua","Sdh, Champua, Keonjhar, Kendujhar,, Champua, Kendujhar, Odisha",06767-240898 ,-  ,orcbbchampua@gmail.com
172,"Odisha Blood Bank, D.H.H., Jharsuguda","D.H.H., Jharsuguda, Jharsuguda, Jharsuguda, Odisha",06645-272180 ,-  ,bbjharsuguda@gmail.com
173,Jeeva Raksha Blood Bank,"Vokkaligara Hostel Building, Ist Floor, B.M.Road, Hassan, Hassan, Karnataka","9448749756,817226204 ",-  ,jeevarakshahassan@gmail.com
174,BGS Global Hospitals,"No. 67, Uttarahalli Road, Kengeri, Bangalore, Bengalore Rural, Karnataka",9643256742 ,-  ,bloodbank.blr@globalhospitalsindia.com
175,Dhwani Blood Centre,"203, City Centre, near sayaji hotel, before bhimnath bridge, Vadodara, Vadodara, Gujarat","7069110505, 7069110606 ",-  ,dhwanibloodcentre@gmail.com
176,"Indian Red Cross Society Blood Bank, Dahod ","Dr. Harilal C.Sheth Red Cross Bhavan, Police Line road,, Dahod, Dahod, Gujarat","9825216752, 02673-22442 ",02673224422  ,redcrossdahod@gmail.com
177,JLN Govt Hospital Nagaur,"BIKANER ROAD, Government Hospital, Nagaur, Nagaur, Nagaur, Rajasthan",01582-242986 ,01582-242985  ,drsunita1970@gmail.com
178,M/s. CIMS Hospital Pvt.Ltd.,"M/s. CIMS Hospital Pvt.Ltd., Plot No. 67/1, Opp. Panchamrut Bunglows, Nr. Shukan Mall, Science City Road, Sola,, AHMEDABAD, Ahmedabad, Gujarat","7383029853,8200309709, 079-30102355 ",-  ,bloodstorage@cimshospital.org
179,"Charusat  Healthcare and Research Foundation, Smt Chandaben Mohanbhai Patel Blood bank, Changa","Charusat  Healthcare and Research Foundation, Smt Chandaben Mohanbhai Patel Blood bank, At. Cahrusat Hospital Changa Villagae,Ta.Petlad,, changa, Anand, Gujarat",9978998835 ,-  ,bloodbank.chrf@charusat.ac.in
180,"ESIC Model Hospital Blood bank, Bangalore","ESIC Model Hospital Medical College PGIMSR, II Block, Rajajinagar, Bangalore, Bengalore Urban, Karnataka","8023013808, 9739201000 ",-  ,dr.satish.belagatti@esic.in
181,BLOOD BANK DISTRICT HOSPITAL JAUNPUR,"AMAR SAHEED UMA NATH SINGH DISTRICT HOSPITAL,JAUNPUR, Jaunpur, Jaunpur, Uttar Pradesh",7703004671 ,-  ,jaunpurbloodbank@yahoo.com
182,"Sardar Seva Trust, Unjha Nagrik Sahkari Voluntary Blood Bank, Unja","BLOOD BANK UNJHA, poonam complex blood bank ,First floor,unjha, UNJHA, Mahesana, Gujarat","9408540234, 9825377216, 02767-248755 ",-  ,unjhabbank@yahoo.com
183,"Indian Red Cross Society Blood Bank, Navsari","B.K.Shah Red Cross Bhavan, Station Road, , Navsari, Navsari , Gujarat","9099924934, 02637-257452, 253172, 234739 ",02637234739  ,redcrossnavsari@yahoo.co.in
184,"Odisha Blood Bank,M.K.C.G. Medical college Hospital","Medical College Campus National Highway 59, Brahmapur, , Berhampur, Ganjam, Odisha",0680-2292534 ,-  ,bbberhampur@gmail.com
185,HI-Tech Medical College & Hospital Rourkela,"Near Hanuman Vatika, R.G.H Campus, Rourkela, Rourkela, Sundargarh, Odisha","0661-2400751,9090952348, 8919083807 ",-  ,drskabbo@yahoo.in
186,Hi-Tech Medical College & Hospital,"Pandara, Rasulgarh,, Bhubaneswar, Khordha, Odisha",0674-2371406-408 ,-  ,-
187,"Odisha Blood Bank, District Headquarter Hospital, Bhadrak","Odisha Blood Bank, District Headquarter Hospital, Bhadrak, Bhadrak, Bhadrak, Odisha",7008474755 ,-  ,bbbhadrak@gmail.com
188,"Odisha Blood Bank, SDH, Gunupur"," SDH, Gunupur, Gunupur, Rayagada, Odisha",06587-251227 ,-  ,gunupurbloodbank@gmail.com
189,"Odisha Blood Bank, SDH, Jeypore","SDH, Jeypore, Jeypore, Koraput, Odisha",06854-233600 ,-  ,bloodbankjeypore@gmail.com
190,"Victor Hosptial and Medical Services Ltd, Blood Centre","Malbhat, Margao, south Goa, Goa",08326728888 ,-  ,eugenedsouza@gmail.com
191,"Indian Red Cross Society Blood Bank, Indore","Chhawani Haat Maidan, Near Agarwal Kanya Vidhyalaya, Indore, Indore, Madhya Pradesh",0731-4933101 ,-  ,indianredcrosssociety@gmail.com
192,"Government Headquarters Hospital, Thanjavur","Government Headquarters Hospital, Thanjavur, Dr moorthy road Kumbakonam , Kumbakonam, Thanjavur, Tamil Nadu",04352425104 ,Nil  ,bbghqh. Kum@gmail.com
193,"Indian Red Cross Society Blood Bank, Kapadwanj","C.R. Parikh Blood Bank, Kapadwanj, , Kapadwanj, Kheda, Gujarat","9426364725, 02691-263255 ",-  ,ircs_crpbb@yahoo.com
194,"Sri Jayadeva institute of cardiovascular sciences & research, Bengaluru","Sri Jayadeva Institute of cardiovascular Sciences &research, Gurappanapalya Post Banneraghatta Road Bengaluru, opposite AIRTEL, Bangalore, Bengalore Urban, Karnataka"," 9886812718,8026534600 ",-  ,nanduma64@gmail.com
195,Apollo Hospitals Enterprises LTD Blood Bank,"No.01,Old No.28, Plat Form Road,,Near Mantri Mall, Sheshadripuram,Bangalore, Bangalore, Bengalore Urban, Karnataka",080-46688719/20 ,-  ,bloodbank_ssp@apollohospitals.com
196,Rajarajeshwari Medical College Hospital,"202, Kambipura, Mysore Rd, Bengaluru, 5th cross, Mysore Road, New Guddadahalli,   Bangalore, Bangalore, Bengalore Urban, Karnataka","9845128072,65666768 ",-  ,bloodbank@rrmch.org
197,Ranebennuru Blood Bank,"Khata No.: 1071/3, Plot # 29&30, Basement Floor, Sri Sai Speciality Hospital Mruthyunjayanagar, Ranebennur, Ranebennur, Haveri, Karnataka",9886115762 ,-  ,ranebennurubloodbank@gmail.com
198,Goodwill Social Club's Amruta Blood Bank,"Shop no- 102/103, 1st floor ,Nano Comlex Near Shanoormiya arga, Vegetable arket, Shahnoorwadi,, Aurangabad, Aurangabad, Maharashtra",7756067804 ,0240-2351145  ,amrutabloodbank@gmail.com
199,"SIR T. HOSPITAL, BHAVNAGAR","Blood Bank, Sir T. General Hospital,  Dr. H.L.Vaidhya Marg,  Kalanaka, Bhavnagar, Bhavnagar, Gujarat","9428106604, 0278-2423250, Extn-131 ",-  ,sirth_bb@yahoo.com
200,St. John's Medical College and Hospital,"Sarjapur Road, Koramangala, Bengaluru., Bangalore, Bengalore Urban, Karnataka","9986990040,8022065045 ",-  ,slvbs@yahoo.co.in
201,"Government Hospital, Maduranthagam","Government Hospital, Maduranthagam, Hospital Rd, Maduranthakam, Tamil Nadu 603306, Kanchipuram, Kanchipuram, Tamil Nadu",9962347975 ,-  ,-
202,"Government Hospital, Kallakurichi","Kachiraiyapalaiyam Road, , Kallakurichi, Villupuram, Dt., Kallakurichi, Viluppuram, Tamil Nadu",9443048420 ,-  ,kallakurichibs59@yahoo.in
203,Mahatma Gandhi Memorial Government Hospital,"Puthur, Thillai Nagar, Trichy, Tiruchirappalli, Tamil Nadu","4312770047,9443182847 ",2771465  ,bloodbankghtrichy@gmail.com
204,Indian Medical Association Blood Bank,"c/o Sud Nursing Home Premises, Phagwara Road, Hoshiarpur, Hoshiarpur, Hoshiarpur, Punjab","9888822244,  01882-222244 ",-  ,naresh_sud@rediffmail.com
205,"Blood Donor Council, Phagwara","Blood Bank Building Main Road, Hargobind Nagar, Phagwara, Kapurthala, Kapurthala, Punjab","98724-61083,01824-269681, 262300 ",-  ,bloodbankphagwara@gmail.com
206,Sri Jayadeva Institute of Cardiovascular Sciences and Research (Mysore) Blood Bank,"Kumbarakoppal, Gokulam 3rd Stage, Mahadeshwara Badavane Layout, KRK Road, Mysore, Mysore, Karnataka",7411331290 ,-  ,drrashmibk@gmail.com
207,"Indian Red Cross Society, Karnataka Red Cross Blood Bank Bengaluru","No-26 Red Cross Bhavan, 326, Ist Floor, Race Course Road, Bengaluru, Bengalore Urban, Karnataka","9902859859,8022268435 ",-  ,ircskar@gmail.com
208,"Government Hospital, Rajapalayam","Government Hospital, Rajapalayam, Rajapalayam, Virudhunagar, Tamil Nadu",9791261611 ,-  ,rjpmghbb@gmail.com
209,Khaja Banda Nawaz Teaching and General Hospital Blood Bank,"Khaja Nagri, Station Main Road, Gulbarga, Kalaburagi, Karnataka","9901122723,8472223458 ",-  ,kbnbloodbank@gmail.com
210,"Indian Red Cross Society Blood Bank, Koppal","1st floor, New District Hospital Hospital Road, Koppal, Koppal, Karnataka","9886174034,8539225088 ",-  ,ircskpl@gmail.com
211,Sri Sathya Sai Institute of Higher Medical Sciences,"SSSIHMS, EPIP Area, Whitefield, Bangalore, Bengalore Urban, Karnataka",28004710 ,-  ,laboratoryblr@sssihms.org.in
212,"Patel Voluntary Blood Bank, Modasa","Patel Voluntary Blood Bank,  Dr. Yogesh Upadhyay's Hospital, Siddhi Vinayak Comlpex, Shamlaji Road,  Modasa,, Arvalli, Arvalli, Gujarat",9898651107 ,-  ,bhavin1359@yahoo.com
213,Sparsh Hospital Blood Centre,"ground Floor No. 8 ideal homes,HBCS Layout,Rajarajeshwari Nagar, Bengalore Urban, Karnataka",9513466057 ,-  ,bloodbank.msr@sparshhospital.com
214,Fr.Muller's Charitable Institutions,"Post Box No.501, Kankanady, South India, Mangalore, Dakshina Kannada, Karnataka","9448953716,8242436301 ",-  ,muller@fathermuller.in
215,MEDICAL SUPERINTENDENT OF GMERS MEDICAL COLLEGE AND GENERAL HOSPITAL SOLA AHMEDABAD,"Blood Bank, GMERS Medical College & General Hospital,  B-Block, First Floor, General Hospital, Near Gujarat High Court, S.G.Highway, Sola,, Ahmedabad, Ahmedabad, Gujarat","9925594684, 9327957088, 079-27432584 ",-  ,solacivilbloodbank@yahoo.in
216,Health Care Blood Bank,"Chakkar Katta, Maktampura, Gulbarga, Gadag, Karnataka",084722 61886 ,-  ,-
217,K.L.E.Society's Hospital and Medical Research Centre,"NH 4, Nehru Nagar, Belagavi,, Belgaum, Belagavi, Karnataka","9448273131,8312473777 ",-  ,klebloodbank@gmail.com
218,"Medical Superintendent, Regional Referal Hospital Blood Bank,(Superspeciality Hospital) Nashik","Shalimar Chowk,, Nashik, Nashik, Maharashtra","9850632960,0253-2594762 ",0253-2594762  ,rrhnashik@gmail.com
219,"Civil Surgeon, District Blood Bank","Civil Hospital, Alibagh, alibag, Raigarh, Maharashtra","9881671533(Gosavi), 9423210104(Teli) ",-  ,bloodbankalibag@gmail.com
220,"Indian Red Cross Blood Bank, Chikkaballapura","Old District govt.hospital premises,chickaballapur, Dr BR Abedakar bhavan road, Chickbballapur, Chikkaballapura, Karnataka","9538917784,8156272118 ",-  ,ircsckbpr@gmail.com
221,"Narayana Hrudayalaya, Surgical Hospital Pvt. Ltd.","CAH-1, 3rd Phase, Devanur, Mysore, Mysore, Karnataka","9972336633,8217122222 ",-  ,nhbbmys@gmail.com
222,Shree Mahaveer Blood Bank,"4th floor, Radio Complex, CTS No. 116/1A, Shivaji Road, Belgaum, Belagavi, Karnataka","9480275212,8312430759 ",-  ,shreemahaveerbb@gmail.com
223, Saurashtra Voluntary Blood Bank Rajkot,"Shashikunj commercial complex,  621, Mangal Park, Nirmalaconvent road,  Near Madhi Chowk, Rajkot, Rajkot, Gujarat","9824296311, 9601605555 ",-  ,svbbrjt@gmail.com
224,"V.S. HOSPITAL, AHMEDABAD","Blood Bank C/o.Sheth V.S. General Hospital,  Ellisbridge,, Ahmedabad, Ahmedabad, Gujarat","9925144720, 079-26577621  Extn.-341 ",-  ,drcherryshah@gmail.com
225,Goverment Head Qtrs Hospital Manapari,"Goverment head Qtrs Hospital, Manaparai,, Viralai Malai Road, Manaparrai, Manaparrai, Tiruchirappalli, Tamil Nadu",8760666367 ,-  ,-
226,Janani Voluntary Blood Bank (A Unit of Janani Organisation),"plot no 7, survey no 132, Prabha Arcade, Ganesh Nagar Colony, Sanjeevaiah nagar, old Bowenpally, yashmanu@gmail.com, Hyderabad, Hyderabad, Telangana",0442015222 ,-  ,laxmireddy2222@gmail.com
227,J.S.S. Hospital Blood Bank,"Mahathma Gandhi Road, Mysuru, Mysore, Mysore, Karnataka","9986649850,8212335009 ",-  ,contact@jsshospital.in
228,Holy Family Hospital,"Madathikandam - Muthalakodam Rd, Muthalakodam, Idukki, Kerala","04862-222231, 04862 222234, 04862 221060 ",-  ,info@holyfamilyhospitals.com
229,Valluvanad Hospital Blood Bank,"Killickkavu Temple Rd, Kanniyampuram, Ottapalam, Kanniyampuram, Palakkad, Kerala","0466-2244405, 0466-2244423, 9916036604 ",-  ,valluvanadhospital@yahoo.com
230,Government Villupuram Medical College and Hospital,"Mundiyampakkam, Villupuram , Villupuram, Viluppuram, Tamil Nadu",9999412796 ,-  ,villupurambs19@yahoo.co.in
231,"Blood Bank, Vishva Kalyan Society, Atmavallabh Hospital Campus","Blood Bank, Vishva Kalyan Society, Atmavallabh Hospital Campus, Vijay Samundranagar, Himmatnagar Road, Idar,, Sabar Kantha, Sabar Kantha, Gujarat","9375510101, 9998160391, 9427367500 ",02778 - 252722  ,drdcparikh@gmail.com
232,Sagar Hospital,"44/54, 30th Cross, Tilak Nagar, Jayangar Extension, Bangalore, Bengalore Urban, Karnataka","9591991883,8026536712 ",-  ,rajaninikanth@sagarhospital.in
233,"Maliba Raktdan Kendra, Indian Red Cross Society, Vyara","Maliba Raktdan Bhavan, Vyarat,, Vyarat, Tapi, Gujarat",97260 05939 ,-  ,ajaydesai_67@yahoo.co.in
234,Adichunchanagiri Hospital and research centre,"Balagangadharanatha Nagar,Nagamangala Taluk,  Bellur,  Mandya, Bellur, Mandya, Karnataka","9448084990,8232287433 ",-  ,aims@bgsaims.com
235,"District Hospital, Dhalai, Kulai, Blood Bank","Kulai, Dhalai, , Kulai, Dhalai, Tripura",9436797756 ,-  ,kulaibloodbank@gmail.com
236,"District Hospital Blood Bank, Karwar","District Hospital Karwar, MG Road, Karwar, Uttara Kannada, Karnataka",08382226318 ,-  ,districthospital.bb@gmail.com
237,"CIVIL HOSPITAL, AHMEDABAD","Blood Bank, Department of IHBT,  C/o.The Civil Hospital, Asarwa,, Ahmedabad, Ahmedabad, Gujarat","9723814598, 079-22683949-55,079-22683721 ",-  ,ihbt_bjmc08@yahoo.com
238,Bagalkot Blood Bank Bagalkot,"Ilkal Road, Near Dental College, Bagalkot, Bagalkot, Bagalkot, Karnataka",9448939708 ,08354-225102  ,bagalkotbloodbankbagalkot@gmail.com
239,B.D.K. Hospital Jhunjhunu,"Man Nagar, Jhunjhunu, Opp. Bus Depot, Road No. 1, Jhunjhunu, Jhunjhunun, Rajasthan",9414080853 ,01592232524  ,bloodbankjhunjhunu@gmail.com
240,Voluntary Life Saver Blood Centre,"Diabetologist  Society, Bhopal at  E-3/75, second floor, Arera Colony, Bhopal, Bhopal, Madhya Pradesh",9926526010 ,-  ,lifesaverbloodcentre@gmail.com
241,"INDIAN RED CROSS SOCIETY,TARAPUR TALUKA","SMT.HANSABN HIRALAL RED CROSS BHAVAN,NR. OLD TUBE WELL, STATION ROAD, Tarapur, Anand, Gujarat","02698-255005, 6351998916 ",-  ,ircstarapur@gmail.com
242,"Indian Red Cross Society Blood Bank, Mancherial","Ground Floor,  TSVVP, Government Area Hospital, Mancherial, Mancherial , Mancherial, Telangana",9492557337 ,-  ,ircsbbmncl@yahoo.com
243,"District Hospital Blood Bank, Bijapur","District Hospital, Athani Road, Bijapur, Opposite Sainik School, Bijapur, Bijapur, Vijayapura, Karnataka","08352-270108, 9448679583 ",-  ,bloodbankvijayapur@gmail.com
244,Sacred Heart Hospital,"Blood bank, Maqsudan, G.T. Road,, Jalandhar, Jalandhar, Punjab","8195077677, 7696410394 ",2671998  ,drsonampath@gmail.com
245,SURAT HEALTHCARE FOUNDATION,"Blood Bank, Aminaben Gangat & Ayeshaben Patel Blood Bank,  Surat Health Care Foundation,  C/o. Lokhat Hospital, Nr. Rampura Petrol Pump,  Rampura,, Surat, Surat, Gujarat","9825193328, 9824134574, 0261-2401362 ",-  ,bloodbankshf@yahoo.com
246,"Institute of Obstetrics and Gynaecology, Government Hospital for Women and Children","Police Commisioners Rd, Egmore,, Chennai, Chennai, Tamil Nadu",NA ,-  ,-
247,Durga Charitable Bood Centre Muzaffarnagar,"second floor, swaroop square, mahaveer chowck, Muzaffarnagar, Muzaffarnagar, Uttar Pradesh","9897593595, 7300999573 ",-  ,durgabcmuzaffarnagar@gmail.com
248,Kerala Institute of Medical Sciences,"P.B.No.1, KIMS Anayara , Thiruvananthapuram, Thiruvananthapuram, Kerala","0471-3042039, 0471-4081900, 9910784464 ",-  ,bloodbank.tvm@kimsglobal.com
249,Sushrusha Blood Centre Navasari,"3rd floor, Sushrusha General Hospital, Behind Ashapuri Mandir, sadar chouk, vijalpore, Jalalpore, Navsari , Gujarat","02637 258677, 9426888293, 9145258677 ",-  ,mahi.81.mc@gmail.com
250,"White Cross Blood Bank (Vol.),  Ahmedabad","White Cross Blood Bank (Vol.) 2nd Floor, Kandhari Bldg.,  Opp. S.T. Workshop, Naroda Road Patia Circle,  Naroda ,, Ahmedabad, Ahmedabad, Ahmedabad, Gujarat","9898102029, 9228471386, 079-22815227 ",-  ,vbtrustnaroda@gmail.com
251,Presbyterian Hospital,"NH 54, Durtlang Leitan, Aizawl, Durtlang, Aizawl, Mizoram",9581241854 ,-  ,synodhospital@gmail.com
252,"Government Hospital, Aruppukottai","Government Hospital, Aruppukottai, Aruppukottai, Virudhunagar, Tamil Nadu",NA ,-  ,-
253,K.V.M.Hospital Cherthala,"P.B. No. 30, Cherthala, Maruthorvattom, Muttathiparambu, , Cherthala, Alappuzha, Kerala","0478-6612222, 0478-2812047, 9847084306 ",-  ,kalyaniprasanna@yahoo.com
254,"MEDICAL CARE CENTRE, VADODARA","Medical Care Centre Trust,  Shri Jalaram Blood Bank, Kashiben Gordhandas Patel Children Hospital,Surajben Gordhanbhai Patel Women's Hospital, Jalaram Marg,  Kareli Baug,, Vadodara, Vadodara, Gujarat","9825335065, 9979876507, 9727988988 ",-  ,kgpchospital1984@yahoo.com
255,Little Lourde Mission Hospital,"Manarcadu-Kidangoor Rd, Kidangoor, Kottayam, Kerala","04822- 254156, 255845, 9495677540 ",-  ,little.lourdes2015@gmail.com
256,Indian Red Cross Society Blood Bank Petlad,"Blood Bank,Indian Red Cross Society,Nr. Ranchhodji Temple At Petlad, Petlad, Anand, Gujarat",9925183611 ,-  ,ircspetlad@gmail.com
257,Government Head Quarters Hospital Ariyalur,"Government Head Quarters Hospital, Ariyalur , Rajajinagar, Ariyalur, Ariyalur, Tamil Nadu",9159779313 ,-  ,bloodbankariyalur@gmail.com 
258,District Hospital Blood Bank  Kawardha,"Civil Surgeon District Hospital, Kawardha, Kawardha, Kabeerdham, Chhattisgarh","07741 235553, 07741 233413, 9827495629 ",-  ,dhkawardha@gmail.com
259,Government Hospital Ulunderpet,"Goverenment Hospital, Ulunderpet,, 250,Kallukurichi Road,Bus Stand Back Side, Ulunderpet, Viluppuram, Tamil Nadu",9629656689 ,-  ,-
260,"Government Hospital, Virudhachalam","salem road, Virudhachalam,, Virudhachalam, Virudhachalam, Cuddalore, Tamil Nadu",9688052027 ,0  ,vdmbloodbank@gmail.com
261,Holy Cross Hospital,"Kamagere 571443, Kolegala Taluk, Chamaraja Nagara, Chamarajanagar, Karnataka","9535813053,8226263116 ",-  ,shivap183@gmail.com
262,"Sumandeep Vidhyapith, Chandkheda","Sumandeep Vidhyapith, Smt S.M.S. Multi speciality Hospital, Block No. A, First Floor, Opp. Akshar - III Complex, Nr. Tapovan Circle, Chandkheda,, Ahmedabad, Ahmedabad, Gujarat","9460979783, 9558813547, 9638912257 ",-  ,bloodbanksmsmh@gmail.com
263,Government Hospital Gopichettipalayam,"Government Hospital, Gopichettipalayam, Gobi, Erode, Tamil Nadu",8012528800 ,-  ,-
264,"Sri Chamarajendra District Hospital Blood Bank, Hassan","Hassan  Institute of medical sciences, Hospital Road, Hassan, Hassan, Karnataka","8172233677, 99880007690 ",-  ,121bloodbankhassan@gmail.com
265,Mediscope Blood Bank,"No.11, Pillanna Garden, 3rd stage, Bangalore, Bengalore Urban, Karnataka","9945666554,8025466554 ",-  ,mediscopebloodbank@gmail.com
266,"Indian Red Cross Society Blood Bank, Shimoga","Ist Floor, Kshiti Complex JPN Road, Shimoga, Shimoga, Karnataka","9448122965,8182228855 ",-  ,jogfalls@rediffmail.com
267,Government Vellore Medical College & Hospital,"Arni Road, Arani Road, Opposite Staff Quarters, Adukkamparai,, Vellore, Vellore, Tamil Nadu",9894172141 ,-  ,bloodbankgvmch@gmail.com
268,Hutti GOLD mines Hospital,"HGM Hospital, Post Hutti ,Tq lingasugur, Dist raichur , Gulbarga, Kalaburagi, Karnataka",08537275049 ,-  ,rcr.huttihospita.bb@gmail.com
269,Government Periyar Hospital Blood Bank,"Gandhi Nagar, Koranad, Mayiladuthurai,, Mayiladuthurai, Nagapattinam, Tamil Nadu",9566154714 ,-  ,bloodbankmyd@gmail.com
